"value","count","year","county","Crop"
37,117912,2022,51137,"Other_Hay/Non_Alfalfa"
44,6,2022,51137,"Other_Crops"
59,92,2022,51137,"Sod/Grass_Seed"
61,923,2022,51137,"Fallow/Idle_Cropland"
67,3,2022,51137,"Peaches"
68,54,2022,51137,"Apples"
69,530,2022,51137,"Grapes"
70,44,2022,51137,"Christmas_Trees"
77,3,2022,51137,"Pears"
111,6194,2022,51137,"Open_Water"
121,62238,2022,51137,"Developed/Open_Space"
122,14446,2022,51137,"Developed/Low_Intensity"
123,4915,2022,51137,"Developed/Med_Intensity"
124,1683,2022,51137,"Developed/High_Intensity"
131,252,2022,51137,"Barren"
141,322034,2022,51137,"Deciduous_Forest"
142,58520,2022,51137,"Evergreen_Forest"
143,148590,2022,51137,"Mixed_Forest"
152,10300,2022,51137,"Shrubland"
176,155828,2022,51137,"Grassland/Pasture"
190,10405,2022,51137,"Woody_Wetlands"
195,571,2022,51137,"Herbaceous_Wetlands"
205,16,2022,51137,"Triticale"
225,1867,2022,51137,"Dbl_Crop_WinWht/Corn"
226,4,2022,51137,"Dbl_Crop_Oats/Corn"
228,672,2022,51137,""
229,3,2022,51137,"Pumpkins"
236,702,2022,51137,"Dbl_Crop_WinWht/Sorghum"
237,200,2022,51137,"Dbl_Crop_Barley/Corn"
240,32,2022,51137,"Dbl_Crop_Soybeans/Oats"
241,1,2022,51137,"Dbl_Crop_Corn/Soybeans"
254,495,2022,51137,"Dbl_Crop_Barley/Soybeans"
1,16447,2022,51139,"Corn"
4,169,2022,51139,"Sorghum"
5,4527,2022,51139,"Soybeans"
6,2,2022,51139,"Sunflower"
11,7,2022,51139,"Tobacco"
21,233,2022,51139,"Barley"
24,435,2022,51139,"Winter_Wheat"
26,586,2022,51139,"Dbl_Crop_WinWht/Soybeans"
27,22,2022,51139,"Rye"
28,20,2022,51139,"Oats"
29,47,2022,51139,"Millet"
36,868,2022,51139,"Alfalfa"
37,96017,2022,51139,"Other_Hay/Non_Alfalfa"
44,22,2022,51139,"Other_Crops"
59,80,2022,51139,"Sod/Grass_Seed"
61,177,2022,51139,"Fallow/Idle_Cropland"
67,4,2022,51139,"Peaches"
68,129,2022,51139,"Apples"
69,1,2022,51139,"Grapes"
70,86,2022,51139,"Christmas_Trees"
71,8,2022,51139,"Other_Tree_Crops"
111,8631,2022,51139,"Open_Water"
121,48225,2022,51139,"Developed/Open_Space"
122,19905,2022,51139,"Developed/Low_Intensity"
123,4817,2022,51139,"Developed/Med_Intensity"
124,1201,2022,51139,"Developed/High_Intensity"
131,80,2022,51139,"Barren"
141,480269,2022,51139,"Deciduous_Forest"
142,20772,2022,51139,"Evergreen_Forest"
143,99503,2022,51139,"Mixed_Forest"
152,1693,2022,51139,"Shrubland"
176,97311,2022,51139,"Grassland/Pasture"
190,187,2022,51139,"Woody_Wetlands"
195,47,2022,51139,"Herbaceous_Wetlands"
205,7,2022,51139,"Triticale"
225,263,2022,51139,"Dbl_Crop_WinWht/Corn"
228,334,2022,51139,""
229,3,2022,51139,"Pumpkins"
236,13,2022,51139,"Dbl_Crop_WinWht/Sorghum"
237,404,2022,51139,"Dbl_Crop_Barley/Corn"
254,245,2022,51139,"Dbl_Crop_Barley/Soybeans"
1,7844,2022,51141,"Corn"
4,53,2022,51141,"Sorghum"
5,2556,2022,51141,"Soybeans"
11,363,2022,51141,"Tobacco"
12,71,2022,51141,"Sweet_Corn"
21,5,2022,51141,"Barley"
24,230,2022,51141,"Winter_Wheat"
26,118,2022,51141,"Dbl_Crop_WinWht/Soybeans"
27,105,2022,51141,"Rye"
28,12,2022,51141,"Oats"
29,41,2022,51141,"Millet"
31,2,2022,51141,"Canola"
36,233,2022,51141,"Alfalfa"
37,103404,2022,51141,"Other_Hay/Non_Alfalfa"
58,2,2022,51141,"Clover/Wildflowers"
59,4,2022,51141,"Sod/Grass_Seed"
61,971,2022,51141,"Fallow/Idle_Cropland"
66,21,2022,51141,"Cherries"
67,237,2022,51141,"Peaches"
68,894,2022,51141,"Apples"
69,31,2022,51141,"Grapes"
70,36,2022,51141,"Christmas_Trees"
71,4,2022,51141,"Other_Tree_Crops"
76,2,2022,51141,"Walnuts"
111,8192,2022,51141,"Open_Water"
121,76404,2022,51141,"Developed/Open_Space"
122,9345,2022,51141,"Developed/Low_Intensity"
123,3394,2022,51141,"Developed/Med_Intensity"
124,658,2022,51141,"Developed/High_Intensity"
131,152,2022,51141,"Barren"
141,783885,2022,51141,"Deciduous_Forest"
142,44472,2022,51141,"Evergreen_Forest"
143,240853,2022,51141,"Mixed_Forest"
152,11174,2022,51141,"Shrubland"
176,101804,2022,51141,"Grassland/Pasture"
190,206,2022,51141,"Woody_Wetlands"
195,187,2022,51141,"Herbaceous_Wetlands"
205,3,2022,51141,"Triticale"
219,13,2022,51141,"Greens"
225,30,2022,51141,"Dbl_Crop_WinWht/Corn"
226,2,2022,51141,"Dbl_Crop_Oats/Corn"
228,45,2022,51141,""
229,39,2022,51141,"Pumpkins"
236,3,2022,51141,"Dbl_Crop_WinWht/Sorghum"
237,39,2022,51141,"Dbl_Crop_Barley/Corn"
240,15,2022,51141,"Dbl_Crop_Soybeans/Oats"
243,44,2022,51141,"Cabbage"
254,6,2022,51141,"Dbl_Crop_Barley/Soybeans"
1,57794,2022,51143,"Corn"
4,175,2022,51143,"Sorghum"
5,41672,2022,51143,"Soybeans"
6,13,2022,51143,"Sunflower"
11,4071,2022,51143,"Tobacco"
12,6,2022,51143,"Sweet_Corn"
21,467,2022,51143,"Barley"
24,14816,2022,51143,"Winter_Wheat"
26,10396,2022,51143,"Dbl_Crop_WinWht/Soybeans"
27,164,2022,51143,"Rye"
28,261,2022,51143,"Oats"
29,58,2022,51143,"Millet"
31,9,2022,51143,"Canola"
36,543,2022,51143,"Alfalfa"
37,302553,2022,51143,"Other_Hay/Non_Alfalfa"
44,46,2022,51143,"Other_Crops"
59,152,2022,51143,"Sod/Grass_Seed"
61,1707,2022,51143,"Fallow/Idle_Cropland"
67,20,2022,51143,"Peaches"
68,202,2022,51143,"Apples"
69,31,2022,51143,"Grapes"
70,10,2022,51143,"Christmas_Trees"
111,25411,2022,51143,"Open_Water"
121,113689,2022,51143,"Developed/Open_Space"
122,57808,2022,51143,"Developed/Low_Intensity"
123,12121,2022,51143,"Developed/Med_Intensity"
124,3113,2022,51143,"Developed/High_Intensity"
131,307,2022,51143,"Barren"
141,896803,2022,51143,"Deciduous_Forest"
142,355996,2022,51143,"Evergreen_Forest"
143,377637,2022,51143,"Mixed_Forest"
152,119459,2022,51143,"Shrubland"
176,412161,2022,51143,"Grassland/Pasture"
190,2147,2022,51143,"Woody_Wetlands"
195,320,2022,51143,"Herbaceous_Wetlands"
205,13,2022,51143,"Triticale"
219,4,2022,51143,"Greens"
225,1124,2022,51143,"Dbl_Crop_WinWht/Corn"
226,199,2022,51143,"Dbl_Crop_Oats/Corn"
228,116,2022,51143,""
229,13,2022,51143,"Pumpkins"
236,132,2022,51143,"Dbl_Crop_WinWht/Sorghum"
237,531,2022,51143,"Dbl_Crop_Barley/Corn"
240,210,2022,51143,"Dbl_Crop_Soybeans/Oats"
254,1096,2022,51143,"Dbl_Crop_Barley/Soybeans"
1,16942,2022,51145,"Corn"
2,8,2022,51145,"Cotton"
4,28,2022,51145,"Sorghum"
5,12027,2022,51145,"Soybeans"
6,14,2022,51145,"Sunflower"
11,19,2022,51145,"Tobacco"
12,12,2022,51145,"Sweet_Corn"
21,1,2022,51145,"Barley"
24,620,2022,51145,"Winter_Wheat"
26,1586,2022,51145,"Dbl_Crop_WinWht/Soybeans"
27,7,2022,51145,"Rye"
28,8,2022,51145,"Oats"
29,5,2022,51145,"Millet"
36,62,2022,51145,"Alfalfa"
37,47442,2022,51145,"Other_Hay/Non_Alfalfa"
44,27,2022,51145,"Other_Crops"
54,3,2022,51145,"Tomatoes"
59,44,2022,51145,"Sod/Grass_Seed"
61,857,2022,51145,"Fallow/Idle_Cropland"
69,6,2022,51145,"Grapes"
70,1,2022,51145,"Christmas_Trees"
111,5816,2022,51145,"Open_Water"
121,40295,2022,51145,"Developed/Open_Space"
122,7927,2022,51145,"Developed/Low_Intensity"
123,3233,2022,51145,"Developed/Med_Intensity"
124,525,2022,51145,"Developed/High_Intensity"
131,712,2022,51145,"Barren"
141,230313,2022,51145,"Deciduous_Forest"
142,88023,2022,51145,"Evergreen_Forest"
143,173047,2022,51145,"Mixed_Forest"
152,22499,2022,51145,"Shrubland"
176,66949,2022,51145,"Grassland/Pasture"
190,34629,2022,51145,"Woody_Wetlands"
195,437,2022,51145,"Herbaceous_Wetlands"
205,2,2022,51145,"Triticale"
225,2,2022,51145,"Dbl_Crop_WinWht/Corn"
228,26,2022,51145,""
229,93,2022,51145,"Pumpkins"
236,3,2022,51145,"Dbl_Crop_WinWht/Sorghum"
237,5,2022,51145,"Dbl_Crop_Barley/Corn"
240,23,2022,51145,"Dbl_Crop_Soybeans/Oats"
254,20,2022,51145,"Dbl_Crop_Barley/Soybeans"
1,7160,2022,51147,"Corn"
2,9,2022,51147,"Cotton"
4,95,2022,51147,"Sorghum"
5,8491,2022,51147,"Soybeans"
6,1,2022,51147,"Sunflower"
11,19,2022,51147,"Tobacco"
12,3,2022,51147,"Sweet_Corn"
21,92,2022,51147,"Barley"
24,561,2022,51147,"Winter_Wheat"
26,717,2022,51147,"Dbl_Crop_WinWht/Soybeans"
27,20,2022,51147,"Rye"
28,4,2022,51147,"Oats"
29,14,2022,51147,"Millet"
36,75,2022,51147,"Alfalfa"
37,119591,2022,51147,"Other_Hay/Non_Alfalfa"
44,1,2022,51147,"Other_Crops"
59,41,2022,51147,"Sod/Grass_Seed"
61,2069,2022,51147,"Fallow/Idle_Cropland"
67,6,2022,51147,"Peaches"
68,5,2022,51147,"Apples"
69,14,2022,51147,"Grapes"
70,29,2022,51147,"Christmas_Trees"
111,11930,2022,51147,"Open_Water"
121,44601,2022,51147,"Developed/Open_Space"
122,14089,2022,51147,"Developed/Low_Intensity"
123,5253,2022,51147,"Developed/Med_Intensity"
124,1564,2022,51147,"Developed/High_Intensity"
131,68,2022,51147,"Barren"
141,252362,2022,51147,"Deciduous_Forest"
142,126123,2022,51147,"Evergreen_Forest"
143,267310,2022,51147,"Mixed_Forest"
152,43604,2022,51147,"Shrubland"
176,82859,2022,51147,"Grassland/Pasture"
190,28332,2022,51147,"Woody_Wetlands"
195,395,2022,51147,"Herbaceous_Wetlands"
205,2,2022,51147,"Triticale"
225,829,2022,51147,"Dbl_Crop_WinWht/Corn"
226,6,2022,51147,"Dbl_Crop_Oats/Corn"
228,16,2022,51147,""
229,1,2022,51147,"Pumpkins"
236,12,2022,51147,"Dbl_Crop_WinWht/Sorghum"
237,67,2022,51147,"Dbl_Crop_Barley/Corn"
240,10,2022,51147,"Dbl_Crop_Soybeans/Oats"
243,1,2022,51147,"Cabbage"
254,139,2022,51147,"Dbl_Crop_Barley/Soybeans"
1,30076,2022,51149,"Corn"
2,1416,2022,51149,"Cotton"
4,24,2022,51149,"Sorghum"
5,51718,2022,51149,"Soybeans"
6,8,2022,51149,"Sunflower"
10,844,2022,51149,"Peanuts"
11,3,2022,51149,"Tobacco"
12,21,2022,51149,"Sweet_Corn"
21,7,2022,51149,"Barley"
24,541,2022,51149,"Winter_Wheat"
26,9326,2022,51149,"Dbl_Crop_WinWht/Soybeans"
27,9,2022,51149,"Rye"
29,19,2022,51149,"Millet"
36,41,2022,51149,"Alfalfa"
37,15768,2022,51149,"Other_Hay/Non_Alfalfa"
48,26,2022,51149,"Watermelons"
59,213,2022,51149,"Sod/Grass_Seed"
61,28,2022,51149,"Fallow/Idle_Cropland"
69,13,2022,51149,"Grapes"
92,2,2022,51149,"Aquaculture"
111,16875,2022,51149,"Open_Water"
121,35668,2022,51149,"Developed/Open_Space"
122,22239,2022,51149,"Developed/Low_Intensity"
123,11973,2022,51149,"Developed/Med_Intensity"
124,3384,2022,51149,"Developed/High_Intensity"
131,1573,2022,51149,"Barren"
141,34098,2022,51149,"Deciduous_Forest"
142,256666,2022,51149,"Evergreen_Forest"
143,137219,2022,51149,"Mixed_Forest"
152,21810,2022,51149,"Shrubland"
176,29253,2022,51149,"Grassland/Pasture"
190,92483,2022,51149,"Woody_Wetlands"
195,3251,2022,51149,"Herbaceous_Wetlands"
205,3,2022,51149,"Triticale"
225,1,2022,51149,"Dbl_Crop_WinWht/Corn"
228,1,2022,51149,""
229,1,2022,51149,"Pumpkins"
236,14,2022,51149,"Dbl_Crop_WinWht/Sorghum"
237,3,2022,51149,"Dbl_Crop_Barley/Corn"
240,2,2022,51149,"Dbl_Crop_Soybeans/Oats"
254,12,2022,51149,"Dbl_Crop_Barley/Soybeans"
1,17705,2008,51153,"Corn"
4,334,2008,51153,"Sorghum"
5,8446,2008,51153,"Soybeans"
12,12,2008,51153,"Sweet_Corn"
21,364,2008,51153,"Barley"
24,8484,2008,51153,"Winter_Wheat"
26,1224,2008,51153,"Dbl_Crop_WinWht/Soybeans"
27,1,2008,51153,"Rye"
28,22,2008,51153,"Oats"
29,30,2008,51153,"Millet"
36,708,2008,51153,"Alfalfa"
37,51363,2008,51153,"Other_Hay/Non_Alfalfa"
44,9,2008,51153,"Other_Crops"
47,7,2008,51153,"Misc_Vegs_&_Fruits"
59,18672,2008,51153,"Sod/Grass_Seed"
61,3725,2008,51153,"Fallow/Idle_Cropland"
67,3,2008,51153,"Peaches"
68,1,2008,51153,"Apples"
111,29541,2008,51153,"Open_Water"
121,158918,2008,51153,"Developed/Open_Space"
122,95166,2008,51153,"Developed/Low_Intensity"
123,47809,2008,51153,"Developed/Med_Intensity"
124,9125,2008,51153,"Developed/High_Intensity"
131,279,2008,51153,"Barren"
141,432286,2008,51153,"Deciduous_Forest"
142,26152,2008,51153,"Evergreen_Forest"
143,5447,2008,51153,"Mixed_Forest"
152,6096,2008,51153,"Shrubland"
176,57142,2008,51153,"Grassland/Pasture"
190,19751,2008,51153,"Woody_Wetlands"
195,3676,2008,51153,"Herbaceous_Wetlands"
219,12,2008,51153,"Greens"
221,3,2008,51153,"Strawberries"
225,27,2008,51153,"Dbl_Crop_WinWht/Corn"
237,39,2008,51153,"Dbl_Crop_Barley/Corn"
240,1,2008,51153,"Dbl_Crop_Soybeans/Oats"
254,243,2008,51153,"Dbl_Crop_Barley/Soybeans"
1,11253,2008,51155,"Corn"
4,79,2008,51155,"Sorghum"
5,249,2008,51155,"Soybeans"
21,5,2008,51155,"Barley"
24,25,2008,51155,"Winter_Wheat"
27,31,2008,51155,"Rye"
28,6,2008,51155,"Oats"
29,29,2008,51155,"Millet"
36,1889,2008,51155,"Alfalfa"
37,36772,2008,51155,"Other_Hay/Non_Alfalfa"
44,9,2008,51155,"Other_Crops"
61,4,2008,51155,"Fallow/Idle_Cropland"
68,1,2008,51155,"Apples"
70,44,2008,51155,"Christmas_Trees"
111,23138,2008,51155,"Open_Water"
121,48827,2008,51155,"Developed/Open_Space"
122,22796,2008,51155,"Developed/Low_Intensity"
123,7649,2008,51155,"Developed/Med_Intensity"
124,3235,2008,51155,"Developed/High_Intensity"
131,71,2008,51155,"Barren"
141,519386,2008,51155,"Deciduous_Forest"
142,11581,2008,51155,"Evergreen_Forest"
143,538,2008,51155,"Mixed_Forest"
152,7,2008,51155,"Shrubland"
176,260840,2008,51155,"Grassland/Pasture"
190,1,2008,51155,"Woody_Wetlands"
1,7759,2008,51157,"Corn"
5,1379,2008,51157,"Soybeans"
21,103,2008,51157,"Barley"
24,181,2008,51157,"Winter_Wheat"
26,27,2008,51157,"Dbl_Crop_WinWht/Soybeans"
27,8,2008,51157,"Rye"
28,11,2008,51157,"Oats"
36,121,2008,51157,"Alfalfa"
37,84786,2008,51157,"Other_Hay/Non_Alfalfa"
59,14,2008,51157,"Sod/Grass_Seed"
61,253,2008,51157,"Fallow/Idle_Cropland"
68,503,2008,51157,"Apples"
69,2,2008,51157,"Grapes"
111,1276,2008,51157,"Open_Water"
121,32189,2008,51157,"Developed/Open_Space"
122,2760,2008,51157,"Developed/Low_Intensity"
123,297,2008,51157,"Developed/Med_Intensity"
124,25,2008,51157,"Developed/High_Intensity"
131,4,2008,51157,"Barren"
141,506233,2008,51157,"Deciduous_Forest"
142,10217,2008,51157,"Evergreen_Forest"
143,7092,2008,51157,"Mixed_Forest"
152,16,2008,51157,"Shrubland"
176,112893,2008,51157,"Grassland/Pasture"
190,18,2008,51157,"Woody_Wetlands"
195,1,2008,51157,"Herbaceous_Wetlands"
225,25,2008,51157,"Dbl_Crop_WinWht/Corn"
237,8,2008,51157,"Dbl_Crop_Barley/Corn"
254,14,2008,51157,"Dbl_Crop_Barley/Soybeans"
1,55715,2008,51159,"Corn"
2,171,2008,51159,"Cotton"
5,33916,2008,51159,"Soybeans"
6,3,2008,51159,"Sunflower"
10,4,2008,51159,"Peanuts"
12,94,2008,51159,"Sweet_Corn"
21,3,2008,51159,"Barley"
24,32,2008,51159,"Winter_Wheat"
26,41156,2008,51159,"Dbl_Crop_WinWht/Soybeans"
28,3,2008,51159,"Oats"
29,61,2008,51159,"Millet"
36,18,2008,51159,"Alfalfa"
37,4762,2008,51159,"Other_Hay/Non_Alfalfa"
42,2,2008,51159,"Dry_Beans"
43,8,2008,51159,"Potatoes"
44,2,2008,51159,"Other_Crops"
54,8,2008,51159,"Tomatoes"
59,108,2008,51159,"Sod/Grass_Seed"
61,134,2008,51159,"Fallow/Idle_Cropland"
68,3,2008,51159,"Apples"
111,28164,2008,51159,"Open_Water"
121,17951,2008,51159,"Developed/Open_Space"
122,2653,2008,51159,"Developed/Low_Intensity"
123,914,2008,51159,"Developed/Med_Intensity"
124,189,2008,51159,"Developed/High_Intensity"
131,292,2008,51159,"Barren"
141,134900,2008,51159,"Deciduous_Forest"
142,124042,2008,51159,"Evergreen_Forest"
143,33092,2008,51159,"Mixed_Forest"
152,22760,2008,51159,"Shrubland"
176,8029,2008,51159,"Grassland/Pasture"
190,49590,2008,51159,"Woody_Wetlands"
195,15365,2008,51159,"Herbaceous_Wetlands"
205,1,2008,51159,"Triticale"
229,2,2008,51159,"Pumpkins"
240,3,2008,51159,"Dbl_Crop_Soybeans/Oats"
254,3399,2008,51159,"Dbl_Crop_Barley/Soybeans"
1,1533,2008,51161,"Corn"
4,11,2008,51161,"Sorghum"
5,22,2008,51161,"Soybeans"
11,2,2008,51161,"Tobacco"
21,87,2008,51161,"Barley"
24,93,2008,51161,"Winter_Wheat"
26,62,2008,51161,"Dbl_Crop_WinWht/Soybeans"
27,20,2008,51161,"Rye"
28,7,2008,51161,"Oats"
29,6,2008,51161,"Millet"
36,160,2008,51161,"Alfalfa"
37,23889,2008,51161,"Other_Hay/Non_Alfalfa"
44,4,2008,51161,"Other_Crops"
47,2,2008,51161,"Misc_Vegs_&_Fruits"
61,353,2008,51161,"Fallow/Idle_Cropland"
68,3,2008,51161,"Apples"
70,5,2008,51161,"Christmas_Trees"
111,753,2008,51161,"Open_Water"
121,71638,2008,51161,"Developed/Open_Space"
122,60609,2008,51161,"Developed/Low_Intensity"
123,12569,2008,51161,"Developed/Med_Intensity"
124,2891,2008,51161,"Developed/High_Intensity"
131,15,2008,51161,"Barren"
141,494977,2008,51161,"Deciduous_Forest"
142,10661,2008,51161,"Evergreen_Forest"
143,500,2008,51161,"Mixed_Forest"
152,43,2008,51161,"Shrubland"
176,41657,2008,51161,"Grassland/Pasture"
190,7,2008,51161,"Woody_Wetlands"
225,2,2008,51161,"Dbl_Crop_WinWht/Corn"
226,6,2008,51161,"Dbl_Crop_Oats/Corn"
237,14,2008,51161,"Dbl_Crop_Barley/Corn"
254,2,2008,51161,"Dbl_Crop_Barley/Soybeans"
1,9816,2008,51163,"Corn"
4,165,2008,51163,"Sorghum"
5,500,2008,51163,"Soybeans"
21,85,2008,51163,"Barley"
24,634,2008,51163,"Winter_Wheat"
26,146,2008,51163,"Dbl_Crop_WinWht/Soybeans"
27,25,2008,51163,"Rye"
28,4,2008,51163,"Oats"
29,227,2008,51163,"Millet"
36,476,2008,51163,"Alfalfa"
37,146438,2008,51163,"Other_Hay/Non_Alfalfa"
44,2,2008,51163,"Other_Crops"
59,5,2008,51163,"Sod/Grass_Seed"
61,706,2008,51163,"Fallow/Idle_Cropland"
68,48,2008,51163,"Apples"
111,3961,2008,51163,"Open_Water"
121,93264,2008,51163,"Developed/Open_Space"
122,26678,2008,51163,"Developed/Low_Intensity"
123,2678,2008,51163,"Developed/Med_Intensity"
124,852,2008,51163,"Developed/High_Intensity"
131,715,2008,51163,"Barren"
141,1125204,2008,51163,"Deciduous_Forest"
142,75929,2008,51163,"Evergreen_Forest"
143,6018,2008,51163,"Mixed_Forest"
152,22,2008,51163,"Shrubland"
176,234486,2008,51163,"Grassland/Pasture"
190,2,2008,51163,"Woody_Wetlands"
195,13,2008,51163,"Herbaceous_Wetlands"
225,26,2008,51163,"Dbl_Crop_WinWht/Corn"
226,14,2008,51163,"Dbl_Crop_Oats/Corn"
229,6,2008,51163,"Pumpkins"
236,6,2008,51163,"Dbl_Crop_WinWht/Sorghum"
237,166,2008,51163,"Dbl_Crop_Barley/Corn"
254,11,2008,51163,"Dbl_Crop_Barley/Soybeans"
1,122965,2008,51165,"Corn"
4,82,2008,51165,"Sorghum"
5,22096,2008,51165,"Soybeans"
21,3251,2008,51165,"Barley"
24,3258,2008,51165,"Winter_Wheat"
26,1306,2008,51165,"Dbl_Crop_WinWht/Soybeans"
27,848,2008,51165,"Rye"
28,11,2008,51165,"Oats"
29,27,2008,51165,"Millet"
36,10583,2008,51165,"Alfalfa"
37,256651,2008,51165,"Other_Hay/Non_Alfalfa"
59,3,2008,51165,"Sod/Grass_Seed"
61,840,2008,51165,"Fallow/Idle_Cropland"
68,26,2008,51165,"Apples"
111,3947,2008,51165,"Open_Water"
121,88224,2008,51165,"Developed/Open_Space"
122,55681,2008,51165,"Developed/Low_Intensity"
123,10511,2008,51165,"Developed/Med_Intensity"
124,2984,2008,51165,"Developed/High_Intensity"
131,359,2008,51165,"Barren"
141,1382542,2008,51165,"Deciduous_Forest"
142,57698,2008,51165,"Evergreen_Forest"
143,10477,2008,51165,"Mixed_Forest"
152,7,2008,51165,"Shrubland"
176,407251,2008,51165,"Grassland/Pasture"
195,38,2008,51165,"Herbaceous_Wetlands"
205,24,2008,51165,"Triticale"
225,186,2008,51165,"Dbl_Crop_WinWht/Corn"
226,2,2008,51165,"Dbl_Crop_Oats/Corn"
229,5,2008,51165,"Pumpkins"
236,2,2008,51165,"Dbl_Crop_WinWht/Sorghum"
237,10696,2008,51165,"Dbl_Crop_Barley/Corn"
254,2464,2008,51165,"Dbl_Crop_Barley/Soybeans"
1,287,2008,51167,"Corn"
5,1,2008,51167,"Soybeans"
11,31,2008,51167,"Tobacco"
28,3,2008,51167,"Oats"
36,181,2008,51167,"Alfalfa"
37,154072,2008,51167,"Other_Hay/Non_Alfalfa"
61,46,2008,51167,"Fallow/Idle_Cropland"
68,7,2008,51167,"Apples"
111,3646,2008,51167,"Open_Water"
121,71590,2008,51167,"Developed/Open_Space"
122,21176,2008,51167,"Developed/Low_Intensity"
123,6385,2008,51167,"Developed/Med_Intensity"
124,707,2008,51167,"Developed/High_Intensity"
131,4597,2008,51167,"Barren"
141,780821,2008,51167,"Deciduous_Forest"
142,6726,2008,51167,"Evergreen_Forest"
143,422,2008,51167,"Mixed_Forest"
152,4830,2008,51167,"Shrubland"
176,316533,2008,51167,"Grassland/Pasture"
190,1,2008,51167,"Woody_Wetlands"
221,10,2008,51167,"Strawberries"
1,238,2008,51169,"Corn"
5,21,2008,51169,"Soybeans"
11,5,2008,51169,"Tobacco"
36,51,2008,51169,"Alfalfa"
37,98329,2008,51169,"Other_Hay/Non_Alfalfa"
61,411,2008,51169,"Fallow/Idle_Cropland"
111,2240,2008,51169,"Open_Water"
121,72483,2008,51169,"Developed/Open_Space"
122,11072,2008,51169,"Developed/Low_Intensity"
123,1815,2008,51169,"Developed/Med_Intensity"
124,355,2008,51169,"Developed/High_Intensity"
131,1151,2008,51169,"Barren"
141,1099837,2008,51169,"Deciduous_Forest"
142,3784,2008,51169,"Evergreen_Forest"
143,3284,2008,51169,"Mixed_Forest"
152,196,2008,51169,"Shrubland"
176,255010,2008,51169,"Grassland/Pasture"
190,8,2008,51169,"Woody_Wetlands"
221,2,2008,51169,"Strawberries"
236,41,2008,51169,"Dbl_Crop_WinWht/Sorghum"
1,52967,2008,51171,"Corn"
4,130,2008,51171,"Sorghum"
5,10334,2008,51171,"Soybeans"
21,2092,2008,51171,"Barley"
24,1997,2008,51171,"Winter_Wheat"
25,2,2008,51171,"Other_Small_Grains"
26,863,2008,51171,"Dbl_Crop_WinWht/Soybeans"
27,308,2008,51171,"Rye"
28,114,2008,51171,"Oats"
29,34,2008,51171,"Millet"
36,2138,2008,51171,"Alfalfa"
37,134204,2008,51171,"Other_Hay/Non_Alfalfa"
61,863,2008,51171,"Fallow/Idle_Cropland"
68,1292,2008,51171,"Apples"
111,4048,2008,51171,"Open_Water"
121,69636,2008,51171,"Developed/Open_Space"
122,26139,2008,51171,"Developed/Low_Intensity"
123,4995,2008,51171,"Developed/Med_Intensity"
124,1422,2008,51171,"Developed/High_Intensity"
131,616,2008,51171,"Barren"
141,870092,2008,51171,"Deciduous_Forest"
142,37119,2008,51171,"Evergreen_Forest"
143,4895,2008,51171,"Mixed_Forest"
152,10,2008,51171,"Shrubland"
176,248104,2008,51171,"Grassland/Pasture"
190,3,2008,51171,"Woody_Wetlands"
195,1,2008,51171,"Herbaceous_Wetlands"
225,110,2008,51171,"Dbl_Crop_WinWht/Corn"
229,4,2008,51171,"Pumpkins"
236,49,2008,51171,"Dbl_Crop_WinWht/Sorghum"
237,106,2008,51171,"Dbl_Crop_Barley/Corn"
254,148,2008,51171,"Dbl_Crop_Barley/Soybeans"
1,8591,2008,51173,"Corn"
5,3,2008,51173,"Soybeans"
12,5,2008,51173,"Sweet_Corn"
27,1,2008,51173,"Rye"
36,1179,2008,51173,"Alfalfa"
37,110579,2008,51173,"Other_Hay/Non_Alfalfa"
47,146,2008,51173,"Misc_Vegs_&_Fruits"
61,33,2008,51173,"Fallow/Idle_Cropland"
68,1,2008,51173,"Apples"
70,1687,2008,51173,"Christmas_Trees"
111,462,2008,51173,"Open_Water"
121,50348,2008,51173,"Developed/Open_Space"
122,11990,2008,51173,"Developed/Low_Intensity"
123,3805,2008,51173,"Developed/Med_Intensity"
124,1374,2008,51173,"Developed/High_Intensity"
131,275,2008,51173,"Barren"
141,858796,2008,51173,"Deciduous_Forest"
142,5596,2008,51173,"Evergreen_Forest"
143,948,2008,51173,"Mixed_Forest"
152,6742,2008,51173,"Shrubland"
176,239005,2008,51173,"Grassland/Pasture"
190,9,2008,51173,"Woody_Wetlands"
221,70,2008,51173,"Strawberries"
1,64416,2008,51175,"Corn"
2,128041,2008,51175,"Cotton"
4,27,2008,51175,"Sorghum"
5,168985,2008,51175,"Soybeans"
6,14,2008,51175,"Sunflower"
10,22616,2008,51175,"Peanuts"
24,981,2008,51175,"Winter_Wheat"
26,75935,2008,51175,"Dbl_Crop_WinWht/Soybeans"
27,9,2008,51175,"Rye"
28,513,2008,51175,"Oats"
29,409,2008,51175,"Millet"
36,9,2008,51175,"Alfalfa"
37,5392,2008,51175,"Other_Hay/Non_Alfalfa"
42,9,2008,51175,"Dry_Beans"
44,8,2008,51175,"Other_Crops"
47,1,2008,51175,"Misc_Vegs_&_Fruits"
48,24,2008,51175,"Watermelons"
54,3,2008,51175,"Tomatoes"
59,2915,2008,51175,"Sod/Grass_Seed"
61,5929,2008,51175,"Fallow/Idle_Cropland"
68,6,2008,51175,"Apples"
69,12,2008,51175,"Grapes"
111,8245,2008,51175,"Open_Water"
